001,003,1300,1301,1308,1309,130a,130d,130f,130k,130l,130n,130p,130s,130t,130v,130x,130y,source,term_type
12371993,ItRAAR,http://id.loc.gov/authorities/names/n92016010,,,,"Princeton essays in the arts",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12371994,DLC,http://id.loc.gov/authorities/names/n92016242,,,,"Etudes d'histoire de l'art",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12371995,ItRAAR,http://id.loc.gov/authorities/names/n92016886,,,,"Special publications of the Linguistic Society of America",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12371996,DLC,http://id.loc.gov/authorities/names/n92017690,,,,"Scavi e ricerche",,,,,,,,,,,,DLC;DLC;DLC;NIC,UNIF_TITLE
12371999,DLC,http://id.loc.gov/authorities/names/n92019999,,,,"Studi e documenti d'archivio",,,,,,,,,,,,DLC;eng;DLC;ItFiC,UNIF_TITLE
12372000,ItRAAR,http://id.loc.gov/authorities/names/n92022584,,,,"Aspetti e figure dell'arte veronese",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372002,DLC,http://id.loc.gov/authorities/names/n92023340,,,,"Collection d'études classiques",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;UPB,UNIF_TITLE
12372003,ItRAAR,http://id.loc.gov/authorities/names/n92024442,,,,"Cathedral series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372004,ItRAAR,http://id.loc.gov/authorities/names/n92027154,,,,"Collection U.",,,,,,"Histoire m�di�vale",,,,,,DLC;DLC12372005,ItRAAR,http://id.loc.gov/authorities/names/n92027195,,,,"Worldwide archaeology series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372006,ItRAAR,http://id.loc.gov/authorities/names/n92030304,,,,"Publications de la Faculté des lettres et sciences humaines de Nice.",,,,,,"Collection ""Méditerranée antique et moderne""",,,,,,DLC;DLC,UNIF_TITLE
12372007,DLC,http://id.loc.gov/authorities/names/n92030823,,,,"SUNY series in Western esoteric traditions",,,,,,,,,,,,DLC;DLC;DLC;NIC,UNIF_TITLE
12372009,DLC,http://id.loc.gov/authorities/names/n92031974,,,,"Atlante storico delle città italiane.",,,,,,Roma,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372010,DLC,http://id.loc.gov/authorities/names/n92032299,,,,"Oxford classical monographs",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;ICIU;UPB;GU;UPB,UNIF_TITLE
12372011,ItRAAR,http://id.loc.gov/authorities/names/n92033081,,,,"Collection U.",,,,,,"Histoire ancienne",,,,,,DLC;DLC,UNIF_TITLE
12372012,ItRAAR,http://id.loc.gov/authorities/names/n92034542,,,,"Corpus vasorum antiquorum.",,,,,,"Deutsche Demokratische Republik",,,,,,DLC;DLC,UNIF_TITLE
12372014,DLC,http://id.loc.gov/authorities/names/n92036090,,,,"Pubblicazioni del Dipartimento di filologia classica dell'Università degli studi di Napoli",,,,,,,,,,,,DLC;DLC;NcU,UNIF_TITLE
12372015,DLC,http://id.loc.gov/authorities/names/n92037089,,,,"Collection des études augustiniennes.",,,,,,"Série Antiquité",,,,,,ICU;eng;rda;ICU;DLC;ICU,UNIF_TITLE
12372016,ItRAAR,http://id.loc.gov/authorities/names/n92037813,,,,"Studien zur Küstenarchäologie Schleswig-Holsteins.",,,,,"Serie B",,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372017,DLC,http://id.loc.gov/authorities/names/n92038124,,,,"Architecture in detail",,,,,,,,,,,,DLC;DLC;MdU;TxFACM,UNIF_TITLE
12372018,DLC,http://id.loc.gov/authorities/names/n92038243,,,,"Veröffentlichungen der Kleinasiatischen Kommission",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;NcU;UPB,UNIF_TITLE
12372020,ItRAAR,http://id.loc.gov/authorities/names/n92039689,,,,"Etudes d'archéologie classique",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372023,DLC,http://id.loc.gov/authorities/names/n92041825,,,,"Ivories from Nimrud (1949-1963)",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;UPB;IEN;AzTeS,UNIF_TITLE
12372025,ItRAAR,http://id.loc.gov/authorities/names/n92043173,,,,"Bonner Beiträge zur Kunstwissenschaft",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372027,DLC,http://id.loc.gov/authorities/names/n92044485,,,,"Publications (Society for the Promotion of Byzantine Studies (Great Britain))",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372028,DLC,http://id.loc.gov/authorities/names/n92046103,,,,"Studi sul Mezzogiorno",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372030,ItRAAR,http://id.loc.gov/authorities/names/n92046992,,,,"Guide geologiche regionali",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372031,ItRAAR,http://id.loc.gov/authorities/names/n92047487,,,,"Studi e materiali di archeologia greca",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372032,ItRAAR,http://id.loc.gov/authorities/names/n92047771,,,,"Studies in nautical archaeology",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372033,DLC,http://id.loc.gov/authorities/names/n92051292,,,,"Supplementum Lullianum",,,,,,,,,,,,DLC;eng;DLC;MoSU,UNIF_TITLE
12372035,DLC,http://id.loc.gov/authorities/names/n92053333,,,,"Collection d'études anciennes.",,,,,,"Série latine",,,,,,DLC;eng;DLC;DLC;ICU;MH,UNIF_TITLE
12372036,DLC,http://id.loc.gov/authorities/names/n92053661,,,,"Memorie della Accademia delle scienze di Torino.",,,,,"2,","Classe di scienze morali, storiche e filologiche",,,,,,DLC;DLC;DLC;DLC-S;DLC,UNIF_TITLE
12372037,DLC,http://id.loc.gov/authorities/names/n92054316,,,,"Collection ""Archéologie aujourd'hui""",,,,,,,,,,,,DLC;eng;rda;DLC;ICU,UNIF_TITLE
12372038,ItRAAR,http://id.loc.gov/authorities/names/n92055846,,,,"Texto & arte",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372039,DLC,http://id.loc.gov/authorities/names/n92056497,,,,"Collection de la Casa de Velázquez",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;ICU,UNIF_TITLE
12372042,DLC,http://id.loc.gov/authorities/names/n92057945,,,,"Chicago series on sexuality, history, and society",,,,,,,,,,,,DLC;DLC;MdU,UNIF_TITLE
12372043,ItRAAR,http://id.loc.gov/authorities/names/n92057976,,,,"Recherches sur les ateliers de potiers de la Gaule centrale",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372044,ItRAAR,http://id.loc.gov/authorities/names/n92058163,,,,"Bibliothèque régionaliste",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372045,ItRAAR,http://id.loc.gov/authorities/names/n92058508,,,,"Ambiente storico",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372046,ItRAAR,http://id.loc.gov/authorities/names/n92058518,,,,"Ambiente storico (Florence, Italy)",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372047,ItRAAR,http://id.loc.gov/authorities/names/n92058580,,,,"Grammatica speculativa",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372048,DLC,http://id.loc.gov/authorities/names/n92060025,,,,"Guide verdi",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372049,DLC,http://id.loc.gov/authorities/names/n92060534,,,,Dracma,,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372050,ItRAAR,http://id.loc.gov/authorities/names/n92060663,,,,"Collana ""Philosophia""",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372052,DLC,http://id.loc.gov/authorities/names/n92063614,,,,"Cambridge companions to philosophy",,,,,,,,,,,,DLC;eng;DLC;DLC,UNIF_TITLE
12372053,ItRAAR,http://id.loc.gov/authorities/names/n92067954,,,,"Collezione Mercator",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372054,ItRAAR,http://id.loc.gov/authorities/names/n92069234,,,,"Bibliotheca artibus et historiae",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372055,ItRAAR,http://id.loc.gov/authorities/names/n92069553,,,,"Seria podrczników",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372056,DLC,http://id.loc.gov/authorities/names/n92070300,,,,"History and warfare",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372057,ItRAAR,http://id.loc.gov/authorities/names/n92070602,,,,"Momenti di architettura moderna.",,,,,,Quaderni,,,,,,DLC;DLC,UNIF_TITLE
12372058,ItRAAR,http://id.loc.gov/authorities/names/n92073707,,,,"Analisi della città",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372059,ItRAAR,http://id.loc.gov/authorities/names/n92075153,,,,"Storia dell'arte (Venice, Italy)",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372061,DLC,http://id.loc.gov/authorities/names/n92076277,,,,"Quaderni della Soprintendenza archeologica del Piemonte.",,,,,,Monografie,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372062,DLC,http://id.loc.gov/authorities/names/n92076514,,,,"Applied legal philosophy",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372063,DLC,http://id.loc.gov/authorities/names/n92076806,,,,"Garland reference library of the humanities.",,,,,,"Classical heritage",,,,,,DLC;DLC;DLC,UNIF_TITLE
12372064,DLC,http://id.loc.gov/authorities/names/n92077912,,,,"Religions in the Graeco-Roman world",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;UPB;DLC;UPB,UNIF_TITLE
12372065,DLC,http://id.loc.gov/authorities/names/n92078106,,,,"Seminari di storia delle scienze e delle tecniche",,,,,,,,,,,,DLC;DLC;DLC;NIC,UNIF_TITLE
12372066,ItRAAR,http://id.loc.gov/authorities/names/n92078303,,,,"Evangiles des quenouilles",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372067,ItRAAR,http://id.loc.gov/authorities/names/n92079080,,,,"Morceaux choisis",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372068,DLC,http://id.loc.gov/authorities/names/n92080481,,,,"Biblioteca di Quaderni urbinati di cultura classica",,,,,,,,,,,,DLC;eng;DLC;DLC;NIC;ItFiC,UNIF_TITLE
12372070,DLC,http://id.loc.gov/authorities/names/n92084266,,,,"Garland reference library of the humanities.",,,,,,"Garland studies in the Renaissance",,,,,,DLC;DLC;DLC,UNIF_TITLE
12372071,DLC,http://id.loc.gov/authorities/names/n92085298,,,,"Yale University Press Pelican history of art",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372072,ItRAAR,http://id.loc.gov/authorities/names/n92088398,,,,"Architektur auf Naxos und Paros",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372073,ItRAAR,http://id.loc.gov/authorities/names/n92088679,,,,"Enciclopedie del sapere",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372074,ItRAAR,http://id.loc.gov/authorities/names/n92088856,,,,"Bellarmine series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372075,DLC,http://id.loc.gov/authorities/names/n92089356,,,,"Making of Europe",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372077,ItRAAR,http://id.loc.gov/authorities/names/n92089482,,,,"Museum Kestnerianum (Series)",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372078,ItRAAR,http://id.loc.gov/authorities/names/n92090271,,,,"JPGM archival series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372079,ItRAAR,http://id.loc.gov/authorities/names/n92091539,,,,"Coniectanea biblica.",,,,,,"New Testament series",,,,,,DLC;DLC;DLC,UNIF_TITLE
12372080,ItRAAR,http://id.loc.gov/authorities/names/n92092141,,,,"Publications de l'Institut des hautes études marocaines",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372081,DLC,http://id.loc.gov/authorities/names/n92093267,,,,"Occasional papers (Princeton University. Department of Art and Archaeology. Index of Christian Art)",,,,,,,,,,,,DLC;eng;rda;DLC;OClMA;OCoLC;NSDP;DLC-S;DLC,UNIF_TITLE
12372082,ItRAAR,http://id.loc.gov/authorities/names/n92093458,,,,"Premio internazionale Rotary Club di Parma ""Giuseppe Verdi""",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372083,ItRAAR,http://id.loc.gov/authorities/names/n92093530,,,,"Diskussionen zur archäologischen Bauforschung",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372084,ItRAAR,http://id.loc.gov/authorities/names/n92093833,,,,"Miscellanea Graeca",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372085,DLC,http://id.loc.gov/authorities/names/n92094161,,,,"Music story series",,,,,,,,,,,,DLC;DLC;MoSW-Mu,UNIF_TITLE
12372087,ItRAAR,http://id.loc.gov/authorities/names/n92095379,,,,"Peoples of Africa",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372088,DLC,http://id.loc.gov/authorities/names/n92095705,,,,"Monumenta Hispaniae sacra.",,,,,,"Serie litúrgica",,,,,,DLC;DLC;AzTeS,UNIF_TITLE
12372089,ItRAAR,http://id.loc.gov/authorities/names/n92095933,,,,"Bulfinch architecture/travel series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372090,DLC,http://id.loc.gov/authorities/names/n92096782,,,,"Bibliotheca Weidmanniana",,,,,,,,,,,,DLC;eng;rda;DLC;ICU,UNIF_TITLE
12372091,DLC,http://id.loc.gov/authorities/names/n92096971,,,,"Testi e monumenti del Museo archeologico ""Ugo Granafei"" di Mesagne",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372092,ItRAAR,http://id.loc.gov/authorities/names/n92097421,,,,"Speculum historiale",,,,,,,,,,,,CU;CU,UNIF_TITLE
12372094,DLC,http://id.loc.gov/authorities/names/n92098143,,,,"Mémoires de la Classe des beaux-arts.",,,,,,"Collection in-4o",,,,,,DLC;eng;DLC;DLC;DLC-S;DLC;CoU,UNIF_TITLE
12372095,ItRAAR,http://id.loc.gov/authorities/names/n92099138,,,,"Routledge history of the ancient world",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372096,DLC,http://id.loc.gov/authorities/names/n92099597,,,,"Greek studies",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372097,ItRAAR,http://id.loc.gov/authorities/names/n92100263,,,,"Amsterdam classical monographs",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372098,ItRAAR,http://id.loc.gov/authorities/names/n92100423,,,,"Biblical interpretation series",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372099,DLC,http://id.loc.gov/authorities/names/n92100582,,,,"New ancient world",,,,,,,,,,,,DLC;DLC;NIC,UNIF_TITLE
12372100,DLC,http://id.loc.gov/authorities/names/n92101209,,,,Patrimonium,,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372101,ItRAAR,http://id.loc.gov/authorities/names/n92102312,,,,"Pubblicazioni dell'Università degli studi di Cassino.",,,,,,"Sezione di studi filologici, letterari, storici, artistici e geografici",,,,,,DLC;DLC;DLC,UNIF_TITLE
12372102,ItRAAR,http://id.loc.gov/authorities/names/n92102591,,,,"Vetera Christianorum.",,,,,,"Sezione Apuliae res",,,,,,DLC;DLC;DLC,UNIF_TITLE
12372104,DLC,http://id.loc.gov/authorities/names/n92103265,,,,HANE.,,,,,,S,,,,,,DLC;eng;DLC;ICU,UNIF_TITLE
12372105,ItRAAR,http://id.loc.gov/authorities/names/n92103775,,,,"Quaderni della labronica",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372108,ItRAAR,http://id.loc.gov/authorities/names/n92111901,,,,Supermanuali,,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372110,ItRAAR,http://id.loc.gov/authorities/names/n92112490,,,,"Studi di arte medievale",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372111,DLC,http://id.loc.gov/authorities/names/n92113112,,,,"Beiheft zur Halbjahresschrift Antike Kunst",,,,,,,,,,,,DLC;DLC;DLC;NIC,UNIF_TITLE
12372112,DLC,http://id.loc.gov/authorities/names/n92114511,,,,"Collezione di monografie preistoriche ed archeologiche",,,,,,,,,,,,DLC;eng;DLC;DLC;InU,UNIF_TITLE
12372114,DLC,http://id.loc.gov/authorities/names/n92116015,,,,"Biblioteca di Bianco e nero",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372115,DLC,http://id.loc.gov/authorities/names/n92116059,,,,"B & N saggi",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372116,ItRAAR,http://id.loc.gov/authorities/names/n92116414,,,,"Cambridge studies in palaeography and codicology",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372117,ItRAAR,http://id.loc.gov/authorities/names/n92116762,,,,"C.H. Beck Kulturwissenschaft",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
"n  92116825 ",DLC,,,,,"Consolatio ad Liviam",,,,,,,,,,,,DLC;eng;rda;DLC;UPB;UPB;DLC;UPB;NNCU-C,UNIF_TITLE
12372119,DLC,http://id.loc.gov/authorities/names/n92116959,,,,"Meridian (Stanford, Calif.)",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;CSt,UNIF_TITLE
12372122,DLC,http://id.loc.gov/authorities/names/n92119153,,,,"Documents for the history of collecting.",,,,,,"Italian inventories",,,,,,DLC;DLC;DLC;OCl,UNIF_TITLE
12372123,DLC,http://id.loc.gov/authorities/names/n92119395,,,,"Rencontres de philosophie médiévale",,,,,,,,,,,,DLC;DLC;ICU,UNIF_TITLE
12372124,DLC,http://id.loc.gov/authorities/names/n92120204,,,,"New approaches to European history",,,,,,,,,,,,DLC;eng;DLC;DLC;GU,UNIF_TITLE
12372125,ItRAAR,http://id.loc.gov/authorities/names/n92120646,,,,"Arbeiten zur Archäologie",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372126,DLC,http://id.loc.gov/authorities/names/n92120847,,,,"Religions en perspective",,,,,,,,,,,,DLC;eng;rda;DLC;ICU,UNIF_TITLE
12372127,DLC,http://id.loc.gov/authorities/names/n92121937,,,,"Giardini, città, territorio",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372128,DLC,http://id.loc.gov/authorities/names/n93000016,,,,"Cambridge companions to literature",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;CoU;OO;UPB;IEN;DLC;UPB,UNIF_TITLE
12372129,DLC,http://id.loc.gov/authorities/names/n93000214,,,,"Biblioteca di ""Medioevo latino""",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372130,ItRAAR,http://id.loc.gov/authorities/names/n93001388,,,,"Pubblicazioni del Centro di ricerche di metafisica.",,,,,,"Collana Temi metafisici e problemi del pensiero antico",,,,,,DLC;DLC,UNIF_TITLE
12372131,DLC,http://id.loc.gov/authorities/names/n93001698,,,,"Biblioteka muzealnictwa i ochrony zabytków.",,,,,"Seria A",,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372132,DLC,http://id.loc.gov/authorities/names/n93001893,,,,"Testi, studi, strumenti",,,,,,,,,,,,DLC;eng;DLC;ItFiC,UNIF_TITLE
12372133,ItRAAR,http://id.loc.gov/authorities/names/n93003526,,,,"Prähistorische Bronzefunde.",,,,,"Abteilung XII",,,,,,,DLC;DLC,UNIF_TITLE
12372134,DLC,http://id.loc.gov/authorities/names/n93004171,,,,"Topical papers (Art Libraries Society of North America)",,,,,,,,,,,,DLC;DLC;DNGA,UNIF_TITLE
12372135,ItRAAR,,,,,"Immagine delle grandi città italiane",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372136,ItRAAR,http://id.loc.gov/authorities/names/n93005939,,,,"Studies in comparative legal history",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372137,DLC,http://id.loc.gov/authorities/names/n93007549,,,,"Medizin, Gesellschaft und Geschichte.",,,,,,Beiheft,,,,,,DLC;eng;rda;DLC;DLC;CSt,UNIF_TITLE
12372138,ItRAAR,http://id.loc.gov/authorities/names/n93007783,,,,"Archivi arte antica",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372139,DLC,http://id.loc.gov/authorities/names/n93007921,,,,"Storia dell'arte in Sardegna",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372140,ItRAAR,http://id.loc.gov/authorities/names/n93008599,,,,"Contemporary artists and their critics",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372141,DLC,http://id.loc.gov/authorities/names/n93008618,,,,"Cambridge studies in new art history and criticism",,,,,,,,,,,,DLC;DLC;NIC;GU,UNIF_TITLE
12372142,DLC,http://id.loc.gov/authorities/names/n93009008,,,,"Fonti e studi per la storia economica e sociale di Roma e dello Stato pontificio nel tardo medioevo",,,,,,,,,,,,DLC;DLC;CLU;ICU,UNIF_TITLE
12372143,DLC,http://id.loc.gov/authorities/names/n93011899,,,,"Medieval Mediterranean",,,,,,,,,,,,DLC;eng;DLC;CoU;DLC;ICIU,UNIF_TITLE
12372144,ItRAAR,http://id.loc.gov/authorities/names/n93012964,,,,"Great fresco cycles of the Renaissance",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372145,DLC,http://id.loc.gov/authorities/names/n93013829,,,,"Istituzioni e società",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372146,ItRAAR,http://id.loc.gov/authorities/names/n93018551,,,,"Collana Attendite ad petram",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372147,ItRAAR,http://id.loc.gov/authorities/names/n93018636,,,,Congressos,,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
"n  93020101 ",DLC,,,,,"Hymn to Demeter",,,,,,,,,,,,DLC;DLC;UPB,UNIF_TITLE
12372149,ItRAAR,http://id.loc.gov/authorities/names/n93020829,,,,"Bollettino dell'Istituto di filologia greca.",,,,,,Supplemento,,,,,,DLC;DLC,UNIF_TITLE
12372150,DLC,http://id.loc.gov/authorities/names/n93021878,,,,"Collana ""Memorie"" della Fondazione Benetton",,,,,,,,,,,,DLC;eng;DLC;DLC;NN;DLC;ItFiC,UNIF_TITLE
12372151,ItRAAR,http://id.loc.gov/authorities/names/n93022957,,,,"Arbeiten zur mittel- und neulateinischen Philologie",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372152,DLC,http://id.loc.gov/authorities/names/n93023148,,,,"Bibliothèque de l'Institut hellénique d'études byzantines et post-byzantines de Venise",,,,,,,,,,,,DLC;eng;rda;DLC;DLC;WaU;ICU,UNIF_TITLE
12372153,DLC,http://id.loc.gov/authorities/names/n93024009,,,,"Iter campanum",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372154,DLC,http://id.loc.gov/authorities/names/n93024539,,,,"Archivi (Centro camuno di studi preistorici)",,,,,,,,,,,,DLC;DLC;NIC;ICU,UNIF_TITLE
12372155,ItRAAR,http://id.loc.gov/authorities/names/n93024797,,,,"Ricerche e studi sulle civiltà preclassiche della Puglia",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372156,DLC,http://id.loc.gov/authorities/names/n93025269,,,,"Fonti per la storia del Mezzogiorno medievale",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372157,ItRAAR,http://id.loc.gov/authorities/names/n93025557,,,,Mesopotamia,,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372158,DLC,http://id.loc.gov/authorities/names/n93025606,,,,"Daedalus (Boston, Mass.)",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372160,ItRAAR,http://id.loc.gov/authorities/names/n93026496,,,,"Serie arqueológica municipal",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372161,ItRAAR,http://id.loc.gov/authorities/names/n93027902,,,,"Scienza e beni culturali",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372162,ItRAAR,http://id.loc.gov/authorities/names/n93028278,,,,"Figurae (Stanford, Calif.)",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372163,ItRAAR,http://id.loc.gov/authorities/names/n93029589,,,,"Studies and documents (American Musicological Society)",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372165,ItRAAR,http://id.loc.gov/authorities/names/n93031474,,,,"Advances in natural and technological hazards research",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372167,DLC,http://id.loc.gov/authorities/names/n93033299,,,,"Toronto studies in philosophy",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372168,ItRAAR,http://id.loc.gov/authorities/names/n93033497,,,,"Studies on cultural diplomacy and the Fulbright experience",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372169,ItRAAR,http://id.loc.gov/authorities/names/n93033710,,,,"Contributi rosellani",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372171,DLC,http://id.loc.gov/authorities/names/n93034683,,,,"Oxbow monograph",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372173,DLC,http://id.loc.gov/authorities/names/n93035471,,,,"Nature of human society series",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372174,DLC,http://id.loc.gov/authorities/names/n93035700,,,,"Pubblicazioni degli archivi di Stato (Unnumbered)",,,,,,,,,,,,DLC;DLC;DLC;MH;DLC,UNIF_TITLE
12372175,DLC,http://id.loc.gov/authorities/names/n93036395,,,,"Pubblicazioni degli archivi di Stato (Unnumbered).",,,,,,Fonti,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372176,DLC,http://id.loc.gov/authorities/names/n93036987,,,,"Rapporti Polesine e cultura padana",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372177,ItRAAR,http://id.loc.gov/authorities/names/n93037481,,,,"Bild und Text",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372178,ItRAAR,http://id.loc.gov/authorities/names/n93037577,,,,"San Clemente miscellany",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372181,DLC,http://id.loc.gov/authorities/names/n93039062,,,,"Cataloghi dei musei e gallerie d'Italia",,,,,,,,,,,,DLC;eng;DLC;DLC;ItFiC,UNIF_TITLE
12372182,DLC,http://id.loc.gov/authorities/names/n93043305,,,,"Colección ""FOCUS""",,,,,,,,,,,,DLC;eng;DLC;AzTeS;ICU;NcD,UNIF_TITLE
12372184,DLC,http://id.loc.gov/authorities/names/n93043837,,,,"Drama (Stuttgart, Germany)",,,,,,,,,,,,DLC;eng;DLC;MH;DLC,UNIF_TITLE
12372185,DLC,http://id.loc.gov/authorities/names/n93045852,,,,Kepos.,,,,,,Quaderni,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372186,DLC,http://id.loc.gov/authorities/names/n93047389,,,,"Publications (King's College London. Centre for Hellenic Studies)",,,,,,,,,,,,DLC;eng;DLC;DLC;Uk;ICIU;WaU;OrU,UNIF_TITLE
12372188,ItRAAR,http://id.loc.gov/authorities/names/n93047834,,,,"Classici delle religioni.",,,,,"Sezione quarta,","Religione cattolica",,,,,,DLC;DLC,UNIF_TITLE
12372189,ItRAAR,http://id.loc.gov/authorities/names/n93048782,,,,"Archaeologica Heidelbergensia",,,,,,,,,,,,DLC;DLC,UNIF_TITLE
12372190,DLC,http://id.loc.gov/authorities/names/n93049024,,,,"International Plato studies",,,,,,,,,,,,DLC;eng;DLC;DLC;ICU;DLC;MoSU,UNIF_TITLE
12372191,DLC,http://id.loc.gov/authorities/names/n93049484,,,,"Popolazioni e culture italiane nel mondo",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
12372192,DLC,http://id.loc.gov/authorities/names/n93049576,,,,"Quaderni della Fondazione",,,,,,,,,,,,DLC;DLC;DLC,UNIF_TITLE
